request_id,submitted_at,service_id,channel_id,district_id,department_id,priority,status,resolved_at,resolution_hours,satisfaction_score,citizen_age_band,sla_met
1002030,2024-03-08 09:59:00,16,2,100,4,Low,Resolved,2024-03-10 08:47:00,46.8,4.0,35-44,1
1002031,2024-03-22 07:30:00,12,2,104,1,Low,Resolved,2024-03-23 11:42:00,28.2,1.0,25-34,0
1002032,2024-12-23 03:08:00,14,1,102,3,Low,Open,,416.6,,45-54,
1002033,2024-05-03 16:34:00,17,1,102,2,Medium,Resolved,2024-05-05 03:22:00,34.8,3.0,18-24,0
1002034,2024-07-15 08:06:00,11,5,102,1,Medium,Resolved,2024-07-17 16:18:00,56.2,,45-54,0
1002035,2024-04-27 09:51:00,12,1,105,1,Medium,Resolved,2024-04-28 06:51:00,21.0,,18-24,1
1002036,2024-01-31 09:52:00,12,1,100,1,Medium,Resolved,2024-02-01 06:52:00,21.0,3.0,35-44,1
1002037,2024-08-09 08:51:00,16,2,100,4,Medium,Resolved,2024-08-12 10:39:00,73.8,,25-34,0
1002038,2024-04-05 17:32:00,11,1,105,1,High,Resolved,2024-04-06 22:56:00,29.4,,45-54,1
1002039,2024-07-20 07:09:00,15,2,100,3,Low,Resolved,2024-07-26 06:51:00,143.7,,25-34,0
1002040,2025-01-18 16:22:00,17,3,104,2,Low,Resolved,2025-01-21 13:46:00,69.4,4.0,25-34,0
1002041,2024-05-01 17:56:00,11,1,103,1,Medium,Open,,56.6,,35-44,
1002042,2024-11-24 20:54:00,12,1,101,1,Medium,Resolved,2024-11-25 01:48:00,4.9,4.0,25-34,1
1002043,2024-05-21 00:20:00,10,2,103,1,Medium,Open,,17.0,,35-44,
1002044,2024-12-24 18:23:00,14,4,102,3,Medium,Open,,168.4,,45-54,
1002045,2024-11-15 17:22:00,13,2,104,2,High,Resolved,2024-11-17 09:52:00,40.5,4.0,25-34,1
1002046,2024-12-02 15:48:00,16,1,101,4,Low,Resolved,2024-12-04 13:18:00,45.5,4.0,35-44,1
1002047,2024-03-21 08:53:00,14,2,101,3,Medium,Resolved,2024-04-01 10:47:00,265.9,3.0,25-34,0
1002048,2025-02-15 17:24:00,18,3,100,5,Low,Resolved,2025-02-18 18:30:00,73.1,,25-34,0
1002049,2024-06-12 11:47:00,18,1,100,5,Low,Resolved,2024-06-15 01:35:00,61.8,,35-44,1
1002050,2024-12-17 08:19:00,10,1,103,1,Medium,Resolved,2024-12-18 22:07:00,37.8,2.0,45-54,0
1002051,2025-01-01 20:27:00,15,2,103,3,Low,Resolved,2025-01-11 05:03:00,224.6,,35-44,0
1002052,2025-02-26 20:06:00,16,2,100,4,Low,Resolved,2025-03-03 07:48:00,107.7,5.0,18-24,0
1002053,2024-10-30 14:09:00,13,1,101,2,Low,Resolved,2024-11-03 07:21:00,89.2,2.0,65+,0
1002054,2025-02-03 02:28:00,11,2,101,1,High,Resolved,2025-02-03 13:16:00,10.8,,25-34,1
1002055,2024-06-22 21:31:00,10,4,101,1,Low,Resolved,2024-06-25 02:49:00,53.3,,25-34,0
1002056,2024-05-05 06:34:00,17,5,104,2,Low,Resolved,2024-05-06 02:34:00,20.0,4.0,45-54,1
1002057,2024-07-13 07:16:00,10,2,101,1,High,Resolved,2024-07-13 15:10:00,7.9,,65+,1
1002058,2024-06-01 00:16:00,13,5,100,2,Low,Resolved,2024-06-03 19:28:00,67.2,4.0,55-64,1
1002059,2024-04-17 16:33:00,19,2,105,5,Low,Resolved,2024-04-23 14:09:00,141.6,1.0,55-64,0
1002060,2024-12-28 22:27:00,16,3,100,4,Low,Resolved,2025-01-01 20:15:00,93.8,,35-44,0
1002061,2024-06-22 17:04:00,11,1,101,1,Low,Resolved,2024-06-25 10:22:00,65.3,,18-24,0
1002062,2024-10-04 08:07:00,18,2,101,5,High,Resolved,2024-10-05 14:55:00,30.8,2.0,35-44,1
1002063,2024-07-19 03:42:00,15,5,102,3,Medium,Resolved,2024-07-21 20:54:00,65.2,3.0,25-34,1
1002064,2024-05-20 02:50:00,17,1,105,2,Medium,Resolved,2024-05-21 01:14:00,22.4,,25-34,1
1002065,2024-12-18 17:37:00,11,2,105,1,Low,Resolved,2024-12-20 08:07:00,38.5,4.0,18-24,1
1002066,2024-01-15 22:26:00,19,1,101,5,Medium,Resolved,2024-01-21 01:44:00,123.3,4.0,45-54,0
1002067,2024-08-03 19:29:00,16,5,105,4,High,Resolved,2024-08-05 15:53:00,44.4,,45-54,1
1002068,2024-01-11 21:13:00,11,2,104,1,Medium,Resolved,2024-01-14 14:31:00,65.3,5.0,35-44,0
1002069,2025-01-08 07:37:00,12,4,103,1,High,Open,,17.5,,45-54,
1002070,2024-01-24 21:30:00,11,4,100,1,High,Resolved,2024-01-26 11:54:00,38.4,1.0,18-24,1
1002071,2024-12-26 15:38:00,10,1,105,1,Low,Resolved,2024-12-27 10:38:00,19.0,1.0,55-64,1
1002072,2025-01-07 20:31:00,10,1,101,1,Low,Resolved,2025-01-09 04:31:00,32.0,1.0,45-54,0
1002073,2025-01-05 11:10:00,10,5,100,1,Low,Resolved,2025-01-06 12:16:00,25.1,,25-34,0
1002074,2024-10-16 12:06:00,18,1,105,5,Medium,Open,,43.6,,18-24,
1002075,2024-05-14 17:52:00,15,2,104,3,Low,Resolved,2024-05-20 22:58:00,149.1,,65+,0
1002076,2024-01-13 09:24:00,13,3,103,2,Medium,Resolved,2024-01-16 10:18:00,72.9,1.0,25-34,0
1002077,2024-01-13 23:33:00,13,5,101,2,Medium,Open,,31.0,,25-34,
1002078,2025-02-08 11:05:00,19,1,105,5,High,Resolved,2025-02-11 09:05:00,70.0,5.0,18-24,1
1002079,2024-11-11 06:40:00,12,4,101,1,Low,Resolved,2024-11-12 08:34:00,25.9,1.0,35-44,0
1002080,2024-05-23 03:46:00,12,5,102,1,Low,Resolved,2024-05-23 22:10:00,18.4,2.0,35-44,1
1002081,2024-03-24 21:56:00,11,2,105,1,Medium,Open,,46.6,,25-34,
1002082,2025-01-21 18:24:00,10,2,100,1,Medium,Resolved,2025-01-22 10:36:00,16.2,4.0,55-64,1
1002083,2024-04-15 06:26:00,10,2,102,1,Medium,Resolved,2024-04-15 23:26:00,17.0,,45-54,1
1002084,2024-04-05 10:26:00,14,2,105,3,Low,Resolved,2024-04-17 05:44:00,283.3,1.0,45-54,0
1002085,2024-03-27 21:50:00,14,3,104,3,Low,Resolved,2024-04-24 00:56:00,651.1,1.0,65+,0
1002086,2024-03-27 05:28:00,13,1,102,2,High,Resolved,2024-03-29 06:16:00,48.8,5.0,25-34,1
1002087,2024-04-29 19:29:00,16,1,102,4,Medium,Resolved,2024-05-01 11:11:00,39.7,,18-24,1
1002088,2025-01-17 04:21:00,10,2,105,1,Low,Resolved,2025-01-18 07:21:00,27.0,2.0,25-34,0
1002089,2024-08-03 00:07:00,14,5,104,3,High,Reopened,2024-08-07 04:01:00,99.9,3.0,25-34,1
1002090,2024-10-07 00:08:00,19,5,105,5,Low,Resolved,2024-10-11 21:44:00,117.6,3.0,35-44,0
1002091,2024-02-11 06:03:00,15,2,104,3,Low,Resolved,2024-02-17 07:33:00,145.5,,35-44,0
1002092,2024-09-30 05:26:00,17,1,101,2,Low,Open,,40.8,,45-54,
1002093,2024-02-27 09:00:00,13,1,105,2,Low,Resolved,2024-03-04 11:48:00,146.8,,35-44,0
1002094,2024-04-23 00:36:00,10,1,103,1,Low,Resolved,2024-04-24 06:30:00,29.9,4.0,35-44,0
1002095,2024-11-16 09:13:00,19,1,101,5,Medium,Open,,31.1,,35-44,
1002096,2024-09-09 09:57:00,12,4,104,1,Medium,Resolved,2024-09-11 02:15:00,40.3,4.0,25-34,0
1002097,2024-02-15 11:58:00,11,5,104,1,Low,Resolved,2024-02-17 22:58:00,59.0,,35-44,0
1002098,2024-02-09 08:52:00,14,3,102,3,Low,Resolved,2024-02-27 03:40:00,426.8,5.0,35-44,0
1002099,2024-04-22 08:48:00,10,5,102,1,Low,Resolved,2024-04-23 00:24:00,15.6,4.0,55-64,1
1002100,2024-11-19 20:42:00,12,1,105,1,Low,Resolved,2024-11-20 23:18:00,26.6,,55-64,0
1002101,2024-09-23 07:23:00,14,1,102,3,Low,Resolved,2024-09-28 16:05:00,128.7,2.0,65+,1
1002102,2024-07-06 17:23:00,10,5,100,1,Low,Resolved,2024-07-08 02:17:00,32.9,2.0,25-34,0
1002103,2025-02-22 11:51:00,18,4,100,5,Low,Open,,102.3,,25-34,
1002104,2025-02-23 00:38:00,11,5,101,1,Low,Resolved,2025-02-24 20:32:00,43.9,5.0,45-54,1
1002105,2024-06-30 07:03:00,14,3,104,3,High,Resolved,2024-07-09 02:39:00,211.6,4.0,25-34,1
1002106,2024-01-23 08:16:00,16,1,101,4,Low,Resolved,2024-01-27 01:28:00,89.2,,55-64,0
1002107,2024-09-28 17:21:00,12,1,102,1,Low,Resolved,2024-09-29 10:51:00,17.5,,45-54,1
1002108,2024-08-14 09:06:00,18,2,102,5,Medium,Resolved,2024-08-16 15:30:00,54.4,,35-44,1
1002109,2024-08-09 08:01:00,17,1,100,2,Medium,Resolved,2024-08-10 11:43:00,27.7,3.0,35-44,0
1002110,2024-07-17 11:21:00,16,2,100,4,Medium,Resolved,2024-07-18 23:21:00,36.0,5.0,65+,1
1002111,2024-04-09 16:53:00,14,3,102,3,Medium,Resolved,2024-04-23 23:23:00,342.5,4.0,65+,0
1002112,2024-05-16 21:02:00,17,1,105,2,Low,Resolved,2024-05-18 07:26:00,34.4,,18-24,0
1002113,2024-06-05 13:49:00,10,3,102,1,Low,Resolved,2024-06-08 04:55:00,63.1,,25-34,0
1002114,2024-02-01 15:51:00,18,1,103,5,Medium,Resolved,2024-02-03 08:27:00,40.6,2.0,45-54,1
1002115,2024-07-02 07:57:00,12,5,104,1,Low,Resolved,2024-07-03 04:57:00,21.0,,25-34,1
1002116,2024-03-02 09:03:00,10,5,105,1,Medium,Open,,18.7,,35-44,
1002117,2024-05-04 22:05:00,12,5,101,1,High,Resolved,2024-05-05 04:41:00,6.6,,18-24,1
1002118,2024-12-21 09:25:00,12,4,101,1,Low,Resolved,2024-12-22 13:43:00,28.3,2.0,65+,0
1002119,2025-02-14 13:19:00,19,5,104,5,Low,Resolved,2025-02-17 11:49:00,70.5,1.0,45-54,1
1002120,2024-11-01 23:45:00,12,1,105,1,Medium,Resolved,2024-11-02 20:15:00,20.5,4.0,65+,1
1002121,2025-02-27 22:07:00,12,3,101,1,Low,Resolved,2025-03-03 07:07:00,81.0,,18-24,0
1002122,2024-04-15 16:56:00,18,4,105,5,Low,Resolved,2024-04-19 04:26:00,83.5,5.0,18-24,0
1002123,2024-02-17 13:15:00,17,5,100,2,Medium,Resolved,2024-02-17 23:51:00,10.6,4.0,35-44,1
1002124,2024-11-14 06:35:00,13,1,100,2,High,Resolved,2024-11-15 04:41:00,22.1,3.0,65+,1
1002125,2024-10-14 22:33:00,18,3,102,5,High,Resolved,2024-10-16 15:51:00,41.3,1.0,25-34,1
1002126,2024-10-03 13:52:00,10,1,101,1,High,Resolved,2024-10-03 21:46:00,7.9,,45-54,1
1002127,2024-07-11 14:34:00,16,3,100,4,Medium,Resolved,2024-07-15 15:10:00,96.6,1.0,25-34,0
1002128,2024-07-02 10:02:00,10,2,105,1,Low,Resolved,2024-07-03 23:14:00,37.2,3.0,65+,0
1002129,2024-05-02 07:24:00,11,2,100,1,Low,Resolved,2024-05-04 19:06:00,59.7,,45-54,0
1002130,2024-11-22 18:43:00,19,1,105,5,Medium,Resolved,2024-11-24 16:13:00,45.5,2.0,45-54,1
1002131,2024-08-15 22:41:00,19,2,101,5,Low,Resolved,2024-08-21 12:47:00,134.1,,18-24,0
1002132,2025-02-08 00:49:00,15,2,104,3,Medium,Open,,24.4,,45-54,
1002133,2024-03-22 21:41:00,13,5,102,2,Medium,Resolved,2024-03-24 15:05:00,41.4,3.0,18-24,1
1002134,2024-10-26 03:04:00,18,1,101,5,Low,Resolved,2024-10-28 01:04:00,46.0,1.0,25-34,1
1002135,2024-04-28 21:58:00,12,5,103,1,Low,Resolved,2024-04-30 02:34:00,28.6,2.0,55-64,0
1002136,2024-08-03 22:29:00,14,2,105,3,Low,Resolved,2024-08-16 03:05:00,292.6,,35-44,0
1002137,2024-11-28 19:13:00,10,3,101,1,Low,Resolved,2024-11-30 05:43:00,34.5,,18-24,0
1002138,2024-12-31 18:01:00,13,1,103,2,Medium,Resolved,2025-01-06 04:31:00,130.5,4.0,25-34,0
1002139,2024-11-24 06:52:00,10,1,101,1,Medium,Resolved,2024-11-24 20:40:00,13.8,5.0,25-34,1
1002140,2024-11-14 14:00:00,12,1,102,1,Low,Resolved,2024-11-15 20:30:00,30.5,,65+,0
1002141,2024-05-11 21:59:00,11,1,100,1,High,Resolved,2024-05-12 19:11:00,21.2,,25-34,1
1002142,2024-06-01 11:26:00,16,5,105,4,Medium,Resolved,2024-06-04 00:32:00,61.1,5.0,35-44,0
1002143,2024-05-11 06:50:00,15,2,104,3,Medium,Resolved,2024-05-14 00:08:00,65.3,3.0,25-34,1
1002144,2024-12-14 22:50:00,18,2,100,5,Medium,Resolved,2024-12-17 16:38:00,65.8,1.0,45-54,1
1002145,2024-04-21 16:57:00,18,3,101,5,Medium,Reopened,2024-04-26 16:27:00,119.5,,65+,0
1002146,2024-10-29 18:22:00,10,2,103,1,Medium,Resolved,2024-10-30 11:58:00,17.6,2.0,18-24,1
1002147,2024-01-12 04:29:00,19,2,104,5,Low,Resolved,2024-01-17 10:35:00,126.1,,25-34,0
1002148,2024-09-05 12:30:00,18,4,105,5,High,Reopened,2024-09-07 17:24:00,52.9,,35-44,1
1002149,2024-07-06 20:42:00,12,2,100,1,Low,Open,,17.2,,35-44,
1002150,2024-09-29 04:30:00,14,3,101,3,Medium,Resolved,2024-10-07 13:42:00,201.2,2.0,25-34,1
1002151,2024-05-24 20:33:00,10,3,104,1,High,Resolved,2024-05-26 01:27:00,28.9,,25-34,0
1002152,2024-08-31 04:05:00,11,2,100,1,Medium,Resolved,2024-09-04 18:47:00,110.7,2.0,65+,0
1002153,2024-01-07 21:33:00,12,1,102,1,Medium,Resolved,2024-01-09 00:15:00,26.7,,18-24,0
1002154,2025-02-23 11:10:00,13,1,100,2,Low,Resolved,2025-02-26 23:46:00,84.6,5.0,35-44,0
1002155,2024-10-16 18:28:00,10,2,105,1,Low,Open,,39.3,,35-44,
1002156,2025-01-18 07:35:00,19,4,101,5,Low,Resolved,2025-01-22 14:35:00,103.0,,35-44,0
1002157,2025-01-04 02:11:00,18,5,101,5,Low,Resolved,2025-01-06 22:47:00,68.6,4.0,35-44,1
1002158,2025-02-13 03:03:00,12,2,101,1,Low,Open,,8.8,,25-34,
1002159,2024-11-22 16:34:00,17,3,103,2,Low,Resolved,2024-11-23 20:58:00,28.4,3.0,45-54,0
1002160,2024-01-17 03:30:00,13,2,103,2,Low,Resolved,2024-01-19 17:24:00,61.9,3.0,45-54,1
1002161,2024-09-17 11:35:00,11,1,104,1,Medium,Reopened,2024-09-22 13:35:00,122.0,2.0,55-64,0
1002162,2024-02-15 21:41:00,14,2,101,3,Low,Resolved,2024-03-05 18:53:00,453.2,1.0,25-34,0
1002163,2024-10-22 16:48:00,10,1,105,1,Low,Resolved,2024-10-23 09:00:00,16.2,1.0,35-44,1
1002164,2025-02-28 02:17:00,15,1,100,3,Low,Resolved,2025-03-06 05:05:00,146.8,1.0,55-64,0
1002165,2024-06-26 17:35:00,18,1,104,5,High,Resolved,2024-06-29 07:53:00,62.3,5.0,35-44,1
1002166,2024-01-10 10:23:00,10,5,104,1,Medium,Resolved,2024-01-12 15:29:00,53.1,4.0,65+,0
1002167,2024-10-12 21:04:00,10,1,105,1,Low,Resolved,2024-10-14 02:34:00,29.5,4.0,55-64,0
1002168,2024-09-13 10:53:00,11,2,100,1,Low,Resolved,2024-09-16 09:23:00,70.5,3.0,45-54,0
1002169,2024-09-23 01:51:00,11,3,103,1,Medium,Resolved,2024-09-24 16:51:00,39.0,5.0,18-24,1
1002170,2024-03-16 06:49:00,10,3,101,1,Medium,Resolved,2024-03-17 19:01:00,36.2,2.0,25-34,0
1002171,2024-04-28 07:56:00,17,1,100,2,Medium,Resolved,2024-04-29 00:56:00,17.0,,18-24,1
1002172,2024-03-09 13:49:00,11,1,101,1,High,Resolved,2024-03-10 18:43:00,28.9,,18-24,1
1002173,2025-02-18 20:53:00,16,3,105,4,Low,Reopened,2025-02-24 01:23:00,124.5,4.0,18-24,0
1002174,2024-05-25 08:08:00,12,3,102,1,Medium,Resolved,2024-05-27 10:14:00,50.1,2.0,65+,0
1002175,2024-08-10 12:30:00,13,1,102,2,Low,Resolved,2024-08-12 23:18:00,58.8,,35-44,1
1002176,2024-06-21 20:10:00,16,3,100,4,Low,Resolved,2024-06-24 09:58:00,61.8,5.0,35-44,0
1002177,2025-01-19 05:14:00,18,1,104,5,Low,Resolved,2025-01-24 18:50:00,133.6,5.0,35-44,0
1002178,2024-12-22 12:09:00,13,2,103,2,Low,Resolved,2024-12-27 03:33:00,111.4,1.0,25-34,0
1002179,2024-04-28 10:31:00,12,5,102,1,High,Resolved,2024-04-29 00:31:00,14.0,,35-44,1
1002180,2024-10-12 04:57:00,15,4,102,3,Low,Resolved,2024-10-17 05:15:00,120.3,4.0,18-24,0
1002181,2024-11-17 18:24:00,11,2,104,1,High,Resolved,2024-11-18 14:24:00,20.0,,25-34,1
1002182,2024-10-08 14:44:00,11,2,102,1,Medium,Resolved,2024-10-09 09:02:00,18.3,1.0,55-64,1
1002183,2024-04-14 07:10:00,10,1,101,1,Medium,Resolved,2024-04-15 16:10:00,33.0,2.0,18-24,0
1002184,2024-01-03 03:05:00,12,1,100,1,Medium,Resolved,2024-01-03 19:41:00,16.6,1.0,35-44,1
1002185,2024-11-16 06:12:00,14,1,101,3,Low,Resolved,2024-11-24 08:54:00,194.7,,35-44,1
1002186,2025-02-18 20:10:00,15,1,105,3,Low,Resolved,2025-02-20 22:52:00,50.7,,18-24,1
1002187,2024-12-31 01:03:00,19,5,102,5,Low,Resolved,2025-01-07 22:51:00,189.8,5.0,35-44,0
1002188,2024-03-26 10:54:00,12,4,104,1,Low,Open,,37.3,,25-34,
1002189,2024-12-18 09:17:00,16,1,101,4,Medium,Resolved,2024-12-19 01:35:00,16.3,5.0,35-44,1
1002190,2024-10-15 10:59:00,15,2,100,3,Medium,Resolved,2024-10-19 23:59:00,109.0,2.0,25-34,1
1002191,2024-01-17 12:07:00,19,5,103,5,Low,Resolved,2024-01-21 15:13:00,99.1,,45-54,0
1002192,2024-09-16 18:34:00,19,1,104,5,High,Open,,90.7,,65+,
1002193,2024-12-19 02:38:00,13,5,101,2,Medium,Resolved,2024-12-21 11:56:00,57.3,,25-34,1
1002194,2024-04-01 12:02:00,12,2,100,1,Low,Resolved,2024-04-02 10:14:00,22.2,,45-54,1
1002195,2024-09-24 05:48:00,18,1,104,5,Medium,Resolved,2024-09-27 02:12:00,68.4,,35-44,1
1002196,2024-06-09 02:29:00,10,2,101,1,Medium,Reopened,2024-06-10 23:41:00,45.2,1.0,65+,0
1002197,2024-09-25 05:29:00,16,5,101,4,Medium,Resolved,2024-09-27 14:35:00,57.1,1.0,25-34,0
1002198,2025-02-22 03:53:00,18,1,101,5,Low,Resolved,2025-02-26 07:41:00,99.8,,25-34,0
1002199,2024-06-17 15:07:00,18,1,104,5,Low,Resolved,2024-06-20 17:49:00,74.7,5.0,18-24,0
1002200,2024-05-18 05:35:00,10,2,101,1,Medium,Resolved,2024-05-19 04:17:00,22.7,1.0,45-54,1
1002201,2025-01-06 16:38:00,15,1,101,3,Low,Resolved,2025-01-12 12:02:00,139.4,,25-34,0
1002202,2024-05-05 03:02:00,12,1,102,1,Medium,Resolved,2024-05-06 07:38:00,28.6,2.0,35-44,0
1002203,2024-04-04 22:27:00,10,2,104,1,Low,Resolved,2024-04-06 20:09:00,45.7,,35-44,0
1002204,2024-06-20 15:32:00,17,5,103,2,Medium,Resolved,2024-06-21 07:44:00,16.2,5.0,35-44,1
1002205,2024-09-19 19:33:00,12,2,105,1,Medium,Resolved,2024-09-20 09:15:00,13.7,1.0,35-44,1
1002206,2024-03-13 04:22:00,14,2,103,3,Medium,Resolved,2024-03-16 03:58:00,71.6,,18-24,1
1002207,2024-10-18 23:02:00,12,5,104,1,Low,Resolved,2024-10-21 16:56:00,65.9,3.0,18-24,0
1002208,2024-10-07 02:16:00,12,1,102,1,Low,Resolved,2024-10-08 07:28:00,29.2,3.0,45-54,0
1002209,2024-11-01 12:05:00,17,1,104,2,Medium,Resolved,2024-11-03 03:23:00,39.3,1.0,25-34,0
1002210,2024-07-14 11:36:00,17,5,103,2,High,Resolved,2024-07-15 05:30:00,17.9,2.0,35-44,1
1002211,2024-03-09 13:50:00,10,5,103,1,Low,Resolved,2024-03-10 01:14:00,11.4,4.0,35-44,1
1002212,2024-12-08 10:29:00,13,1,103,2,Medium,Resolved,2024-12-14 06:29:00,140.0,1.0,25-34,0
1002213,2024-01-22 07:38:00,10,1,104,1,Low,Resolved,2024-01-23 14:02:00,30.4,,35-44,0
1002214,2024-07-09 15:26:00,10,3,105,1,Medium,Open,,26.1,,55-64,
1002215,2024-12-17 09:26:00,10,1,105,1,Medium,Resolved,2024-12-17 15:02:00,5.6,1.0,25-34,1
1002216,2025-01-06 00:07:00,17,3,104,2,High,Resolved,2025-01-06 15:13:00,15.1,3.0,18-24,1
1002217,2024-03-14 09:44:00,17,1,101,2,High,Resolved,2024-03-14 18:38:00,8.9,3.0,25-34,1
1002218,2024-09-17 11:13:00,13,1,103,2,Low,Resolved,2024-09-21 17:55:00,102.7,2.0,25-34,0
1002219,2024-10-13 19:31:00,11,5,101,1,Low,Resolved,2024-10-15 15:19:00,43.8,4.0,55-64,1
1002220,2025-01-23 20:46:00,10,1,102,1,Low,Resolved,2025-01-25 02:40:00,29.9,2.0,45-54,0
1002221,2024-12-21 06:04:00,10,3,102,1,Low,Resolved,2024-12-22 01:58:00,19.9,,18-24,1
1002222,2024-03-04 16:39:00,18,1,102,5,Low,Open,,61.3,,35-44,
1002223,2024-07-21 23:47:00,12,5,103,1,High,Resolved,2024-07-22 20:23:00,20.6,4.0,55-64,1
1002224,2024-09-12 23:35:00,10,3,104,1,Low,Reopened,2024-09-15 06:17:00,54.7,1.0,45-54,0
1002225,2024-05-20 18:50:00,19,1,105,5,Medium,Resolved,2024-05-26 00:20:00,125.5,,55-64,0
1002226,2024-10-06 00:07:00,19,4,101,5,Low,Resolved,2024-10-16 07:37:00,247.5,,35-44,0
1002227,2024-10-12 15:56:00,13,1,105,2,Low,Resolved,2024-10-13 22:50:00,30.9,,18-24,1
1002228,2024-03-19 04:06:00,12,1,101,1,Low,Resolved,2024-03-19 16:30:00,12.4,3.0,35-44,1
1002229,2024-12-12 01:42:00,11,3,104,1,Low,Resolved,2024-12-13 08:06:00,30.4,3.0,18-24,1
1002230,2024-02-20 08:35:00,14,2,102,3,Low,Resolved,2024-02-29 05:29:00,212.9,,55-64,1
1002231,2025-01-01 10:52:00,11,1,105,1,Low,Open,,61.4,,35-44,
1002232,2024-12-18 12:56:00,11,3,101,1,Low,Open,,84.9,,25-34,
1002233,2024-07-21 23:58:00,19,1,103,5,Low,Resolved,2024-07-28 05:52:00,149.9,1.0,25-34,0
1002234,2024-05-16 16:32:00,10,1,105,1,Low,Resolved,2024-05-18 07:02:00,38.5,2.0,65+,0
1002235,2024-02-10 13:29:00,11,1,103,1,Medium,Reopened,2024-02-12 18:53:00,53.4,,18-24,0
1002236,2024-12-11 09:44:00,10,2,102,1,High,Resolved,2024-12-12 03:14:00,17.5,3.0,45-54,1
1002237,2024-04-01 00:06:00,10,2,104,1,Low,Resolved,2024-04-02 11:30:00,35.4,,35-44,0
1002238,2025-01-25 04:12:00,10,3,101,1,Medium,Resolved,2025-01-26 09:12:00,29.0,4.0,35-44,0
1002239,2024-01-27 09:51:00,19,2,103,5,High,Resolved,2024-01-28 13:03:00,27.2,,35-44,1
1002240,2024-08-24 01:59:00,19,1,104,5,Medium,Resolved,2024-08-29 05:59:00,124.0,,45-54,0
1002241,2024-09-24 06:55:00,19,5,102,5,Low,Open,,326.9,,25-34,
1002242,2024-05-07 03:19:00,12,1,105,1,High,Resolved,2024-05-08 02:43:00,23.4,,18-24,1
1002243,2024-09-03 12:09:00,19,1,104,5,Medium,Reopened,2024-09-05 00:51:00,36.7,,45-54,1
1002244,2024-01-04 23:20:00,19,5,103,5,Medium,Resolved,2024-01-11 22:32:00,167.2,,55-64,0
1002245,2024-10-06 16:06:00,12,5,102,1,Low,Open,,10.5,,25-34,
1002246,2024-01-25 00:48:00,14,1,100,3,Medium,Open,,272.7,,18-24,
1002247,2024-06-12 00:52:00,15,2,105,3,Medium,Open,,105.0,,18-24,
1002248,2024-10-02 18:53:00,11,1,101,1,Low,Resolved,2024-10-05 13:35:00,66.7,,18-24,0
1002249,2024-01-03 04:50:00,17,5,101,2,Medium,Resolved,2024-01-03 16:56:00,12.1,,65+,1
1002250,2024-08-02 13:27:00,15,1,105,3,Low,Resolved,2024-08-05 21:15:00,79.8,,55-64,1
1002251,2024-11-17 07:39:00,12,1,104,1,High,Resolved,2024-11-17 12:51:00,5.2,1.0,35-44,1
1002252,2024-08-04 07:46:00,16,2,105,4,High,Open,,15.1,,45-54,
1002253,2024-06-05 07:48:00,13,2,105,2,Medium,Resolved,2024-06-07 05:54:00,46.1,4.0,35-44,1
1002254,2024-02-24 00:20:00,10,2,105,1,Medium,Resolved,2024-02-25 10:20:00,34.0,4.0,35-44,0
1002255,2024-11-22 04:11:00,12,1,104,1,Low,Open,,16.5,,18-24,
1002256,2024-11-02 21:30:00,10,1,101,1,Low,Resolved,2024-11-03 18:18:00,20.8,,55-64,1
1002257,2024-10-18 21:54:00,12,1,104,1,Low,Open,,23.6,,45-54,
1002258,2024-10-21 15:24:00,11,2,105,1,Low,Resolved,2024-10-22 23:36:00,32.2,4.0,45-54,1
1002259,2024-05-07 04:40:00,10,2,102,1,Medium,Resolved,2024-05-08 04:52:00,24.2,1.0,25-34,0
1002260,2025-01-08 12:00:00,10,1,100,1,Low,Resolved,2025-01-10 04:30:00,40.5,2.0,18-24,0
1002261,2024-11-04 12:24:00,10,3,105,1,Medium,Resolved,2024-11-06 01:06:00,36.7,4.0,45-54,0
1002262,2024-02-08 08:04:00,16,1,102,4,Medium,Resolved,2024-02-10 03:22:00,43.3,3.0,18-24,1
1002263,2024-01-23 23:46:00,18,3,104,5,Medium,Resolved,2024-01-26 20:28:00,68.7,5.0,35-44,1
1002264,2024-10-09 17:35:00,11,1,101,1,Medium,Reopened,2024-10-11 03:05:00,33.5,3.0,25-34,1
1002265,2024-09-02 11:33:00,12,4,104,1,Medium,Resolved,2024-09-03 22:57:00,35.4,1.0,25-34,0
1002266,2025-01-26 13:02:00,18,2,100,5,Low,Resolved,2025-01-30 19:02:00,102.0,4.0,35-44,0
1002267,2024-05-03 01:13:00,12,4,101,1,Low,Resolved,2024-05-04 11:25:00,34.2,1.0,35-44,0
1002268,2025-02-13 22:29:00,15,2,101,3,Low,Resolved,2025-02-17 09:23:00,82.9,1.0,25-34,1
1002269,2024-10-16 17:05:00,16,2,101,4,Low,Open,,42.0,,35-44,
1002270,2024-08-16 14:59:00,15,2,103,3,Low,Resolved,2024-08-25 13:17:00,214.3,2.0,35-44,0
1002271,2024-04-05 05:31:00,19,1,105,5,Low,Resolved,2024-04-09 07:55:00,98.4,,45-54,0
1002272,2024-12-24 02:46:00,10,1,104,1,Low,Resolved,2024-12-25 10:58:00,32.2,,45-54,0
1002273,2024-11-05 12:26:00,10,5,103,1,Low,Resolved,2024-11-06 02:50:00,14.4,1.0,55-64,1
