request_id,submitted_at,service_id,channel_id,district_id,department_id,priority,status,resolved_at,resolution_hours,satisfaction_score,citizen_age_band
1006029,21-Nov-2024 16:17,10,1,104,1,Low,Resolved,2024-11-22 19:29:00,27.2,1.0,25-34
1007624,28-Apr-2024 13:00,13,2,103,2,Medium,Resolved,2024-05-03 00:54:00,107.9,4.0,35-44
1001595,2024-03-14 23:09:00,16,1,102,4,Medium,Resolved,2024-03-16 12:21:00,37.2,,35-44
1002520,2024-11-01 05:59:00,10,2,105,1,MEDIUM,Resolved,2024-11-01 15:23:00,9.4,4.0,65+
1006113,28-Jan-2025 11:11,12,3,104,1, Low ,Resolved,2025-01-29 23:17:00,36.1,,45-54
1010074,15-Feb-2024 12:24,10,5,104,1, Medium ,Resolved,2024-02-15 23:48:00,11.4,,45-54
1011473,31-Jan-2025 12:44,14,1,104,3,Low,Resolved,2025-02-08 01:20:00,180.6,3.0,25-34
1000300,2024-08-09 19:53:00,16,1,102,4,Low,Resolved,2024-08-13 03:29:00,79.6,5.0,55-64
1002497,21-Jan-2025 13:31,19,3,103,5,Medium,Resolved,2025-01-25 05:19:00,87.8,1.0,55-64
1002975,2025-02-26 21:10:00,16,2,105,4,Medium,Resolved,2025-02-28 04:40:00,31.5,,25-34
1005120,2024-03-22 19:09:00,16,3,101,4,Low,Resolved,2024-03-26 02:15:00,79.1,5.0,25-34
1002648,2024-07-03 15:10:00,13,2,102,2,Medium,Resolved,2024-07-07 00:22:00,81.2,1.0,25-34
1007701,2024-09-30 21:31:00,17,1,100,2,Low,Resolved,2024-10-01 15:49:00,18.3,2.0,35-44
1004165,23-Mar-2024 17:26,14,1,102,3,Low,Open,,118.4,,35-44
1003603,2024-02-23 03:45:00,15,5,103,3,High,Resolved,2024-02-26 12:15:00,80.5,2.0,18-24
1005826,2024-03-15 21:43:00,17,3,105,2,High,Resolved,2024-03-16 11:37:00,13.9,1.0,18-24
1002820,30-Jul-2024 12:16,19,1,104,5,Low,Resolved,2024-08-05 15:52:00,147.6,3.0,25-34
1009588,2024-04-01 01:18:00,18,1,102,5,Medium,Resolved,2024-04-03 14:30:00,61.2,2.0,18-24
1007812,2024-06-25 08:48:00,18,5,101,5,High,Resolved,2024-06-26 08:00:00,23.2,5.0,18-24
1011815,03-Sep-2024 05:22,10,1,100,1,Low,Resolved,2024-09-04 10:52:00,29.5,,
1002561,2024-02-05 15:58:00,11,2,104,1,Low,Resolved,2024-02-08 15:10:00,71.2,,35-44
1005852,10-Mar-2024 01:09,16,1,102,4,Low,Open,,41.1,,18-24
1008431,23-Mar-2024 21:25,16,5,101,4,Medium,Resolved,2024-03-25 03:13:00,29.8,,18-24
1011455,05-Aug-2024 03:03,10,3,102,1, High ,Resolved,2024-08-05 16:15:00,13.2,,55-64
1003281,23-Nov-2024 04:35,11,4,104,1,Medium,Resolved,2024-11-24 22:41:00,42.1,3.0,25-34
1001354,2024-06-12 21:55:00,11,3,102,1,High,Resolved,2024-06-13 17:25:00,19.5,,18-24
1007977,2024-10-24 18:10:00,15,2,102,3,Low,Resolved,2024-10-29 04:28:00,106.3,,45-54
1010550,2024-07-24 04:34:00,15,2,103,3,Medium,Resolved,2024-07-28 13:46:00,105.2,3.0,45-54
1010133,2024-10-24 02:18:00,12,4,103,1,Low,Resolved,2024-10-25 19:54:00,41.6,,45-54
1000972,2025-01-24 18:17:00,17,4,100,2, Medium ,Resolved,2025-01-25 15:53:00,21.6,2.0,45-54
1001204,2024-02-06 21:15:00,11,2,100,1,Low,Resolved,2024-02-09 22:51:00,73.6,2.0,18-24
1010052,2024-11-22 13:22:00,19,4,100,5,Low,Resolved,2024-11-28 10:22:00,141.0,,18-24
1005211,2024-06-04 07:01:00,19,2,100,5,Low,Resolved,2024-06-07 22:55:00,87.9,1.0,35-44
1008747,2024-12-04 13:05:00,10,3,100,1,Low,Resolved,2024-12-06 08:53:00,43.8,4.0,18-24
1009540,2024-10-05 15:35:00,15,4,105,3,Low,Resolved,2024-10-14 10:59:00,211.4,3.0,35-44
1001091,2025-02-14 08:12:00,12,1,104,1,Low,Resolved,2025-02-14 20:36:00,12.4,2.0,45-54
1011040,2024-10-14 20:33:00,10,1,104,1,Low,Resolved,2024-10-16 08:39:00,36.1,,35-44
1011028,2024-09-27 18:44:00,11,1,105,1,Low,Open,,24.4,,25-34
1004352,2024-04-20 08:33:00,15,2,103,3,Medium,Resolved,2024-04-23 14:45:00,78.2,3.0,35-44
1002564,05-Jan-2025 02:07,12,2,102,1,Medium,Reopened,2025-01-05 12:55:00,10.8,3.0,55-64
1005977,20-Sep-2024 18:58,19,2,105,5, Low ,Resolved,2024-10-02 04:34:00,273.6,,35-44
1003158,2024-02-14 08:53:00,12,4,102,1,Low,Resolved,2024-02-16 03:11:00,42.3,,35-44
1002431,14-May-2024 16:48,11,5,103,1,Low,Resolved,2024-05-16 07:36:00,38.8,,45-54
1001651,2024-12-23 22:21:00,19,2,102,5, Low ,Resolved,2024-12-31 05:45:00,175.4,,35-44
1006957,2025-01-06 03:11:00,10,1,100,1,Medium,Resolved,2025-01-06 15:41:00,12.5,,35-44
1004186,2025-02-28 23:29:00,10,3,101,1,Low,Resolved,2025-03-02 16:47:00,41.3,3.0,65+
1002515,2024-04-24 13:07:00,13,1,105,2,Medium,Resolved,2024-04-27 21:01:00,79.9,,25-34
1004335,2024-11-01 02:51:00,11,3,100,1,Low,Resolved,2024-11-04 11:51:00,81.0,,18-24
1008420,2024-08-13 04:23:00,11,5,105,1,High,Open,,33.4,,25-34
1002174,2024-05-25 08:08:00,12,3,102,1,Medium,Resolved,2024-05-27 10:14:00,50.1,2.0,65+
1000904,2024-07-12 21:44:00,10,1,102,1,Low,Resolved,2024-07-14 00:26:00,26.7,,25-34
1006081,2024-04-28 12:48:00,11,5,103,1,Low,Resolved,2024-04-30 20:36:00,55.8,1.0,35-44
1007501,30-Nov-2024 08:21,14,4,105,3,High,Open,,190.9,,
1004559,2024-10-16 03:12:00,13,3,100,2,High,Resolved,2024-10-17 15:48:00,36.6,1.0,45-54
1005995,2024-03-18 00:45:00,15,5,100,3,Medium,Resolved,2024-03-25 11:27:00,178.7,,65+
1009800,12-Sep-2024 20:31,14,2,100,3,Medium,Open,,248.7,,
1011953,2024-09-06 08:49:00,12,1,104,1,Low,Resolved,2024-09-07 11:31:00,26.7,,25-34
1010674,2024-07-19 15:50:00,16,1,101,4,Medium,Resolved,2024-07-21 05:32:00,37.7,,55-64
1006685,15-Jan-2024 12:59,17,5,102,2,Low,Resolved,2024-01-16 13:23:00,24.4,1.0,18-24
1008231,2024-02-22 18:05:00,15,1,105,3,Medium,Reopened,2024-02-28 15:53:00,141.8,4.0,45-54
1004770,2024-12-01 17:57:00,13,1,102,2, Low ,Resolved,2024-12-04 23:09:00,77.2,,55-64
1003606,2024-03-12 09:30:00,13,1,103,2,Low,Open,,123.0,,25-34
1010013,2024-03-08 19:10:00,17,3,104,2, Medium ,Open,,24.0,,18-24
1001433,2024-01-10 22:19:00,10,3,101,1,Low,Resolved,2024-01-12 04:55:00,30.6,1.0,25-34
1003146,2024-09-17 05:13:00,13,2,101,2,Low,Resolved,2024-09-20 18:31:00,85.3,4.0,25-34
1001088,2024-05-12 04:34:00,11,2,105,1,Low,Resolved,2024-05-14 00:46:00,44.2,4.0,65+
1001523,2024-05-04 22:36:00,16,1,102,4, Low ,Resolved,2024-05-07 00:00:00,49.4,2.0,35-44
1006286,2024-09-02 10:34:00,13,2,100,2,MEDIUM,Resolved,2024-09-03 23:34:00,37.0,,35-44
1000175,2025-01-16 05:25:00,10,5,104,1,Medium,Resolved,2025-01-16 13:43:00,8.3,,18-24
1007333,2024-05-15 12:01:00,16,3,105,4,MEDIUM,Resolved,2024-05-16 17:49:00,29.8,,
1002482,2024-11-08 14:58:00,13,1,104,2,Medium,Open,,44.6,,18-24
1003819,2024-11-02 06:51:00,12,3,101,1, Low ,Open,,22.3,,45-54
1008936,2024-11-29 08:50:00,17,4,104,2,Low,Open,,59.5,,25-34
1000695,2024-02-06 14:32:00,18,1,100,5,Low,Resolved,2024-02-08 04:08:00,37.6,3.0,55-64
1006358,2024-05-01 23:18:00,10,2,101,1,Medium,Open,,18.3,,
1003506,06-Nov-2024 11:35,16,1,103,4,Low,Resolved,2024-11-09 21:17:00,81.7,4.0,65+
1002016,10-Jul-2024 23:52,11,3,100,1,LOW,Resolved,2024-07-13 14:10:00,62.3,4.0,45-54
1006462,2024-11-04 01:17:00,12,3,104,1,Low,Open,,42.1,,55-64
1010568,2024-05-12 06:28:00,12,5,102,1,MEDIUM,Resolved,2024-05-12 18:34:00,12.1,4.0,25-34
1011145,2024-02-27 09:48:00,18,1,104,5,Medium,Reopened,2024-02-29 11:12:00,49.4,4.0,35-44
1002219,13-Oct-2024 19:31,11,5,101,1,Low,Resolved,2024-10-15 15:19:00,43.8,4.0,Unknown
1004858,2024-07-08 14:13:00,15,2,101,3,Low,Resolved,2024-07-16 07:07:00,184.9,5.0,
1006970,2024-09-28 01:02:00,10,2,103,1,Low,Resolved,2024-09-28 22:26:00,21.4,1.0,45-54
1008442,2025-01-20 00:55:00,16,4,102,4,Low,Resolved,2025-01-26 00:19:00,143.4,,65+
1008994,2024-05-25 16:50:00,11,1,104,1,Low,Open,,78.1,,Unknown
1004160,20-Feb-2025 04:12,13,3,102,2,2,Resolved,2025-02-25 00:48:00,116.6,4.0,35-44
1002207,18-Oct-2024 23:02,12,5,104,1,Low,Resolved,2024-10-21 16:56:00,65.9,3.0,18-24
1001100,19-Sep-2024 22:32,14,2,101,3,Low,Resolved,2024-10-03 09:38:00,323.1,4.0,35-44
1009845,2024-11-16 15:08:00,10,4,104,1,Low,Resolved,2024-11-19 03:56:00,60.8,,25-34
1008018,2024-07-24 16:37:00,18,5,102,5,MEDIUM,Resolved,2024-07-28 19:07:00,98.5,5.0,35-44
1011249,03-Nov-2024 01:16,17,4,100,2,Low,Resolved,2024-11-04 20:16:00,43.0,,25-34
1003406,04-Dec-2024 08:46,15,1,101,3,Medium,Resolved,2024-12-06 21:46:00,61.0,2.0,35-44
1008837,16-Oct-2024 07:41,18,5,103,5, Low ,Resolved,2024-10-19 23:05:00,87.4,4.0,45-54
1001480,2025-01-12 18:27:00,13,5,103,2,LOW,Resolved,2025-01-15 12:21:00,65.9,4.0,25-34
1008958,2024-01-16 21:34:00,12,3,105,1,Low,Open,,61.5,,45-54
1002851,16-Jan-2025 09:14,12,1,105,1,Low,Open,,20.1,,35-44
1006586,2024-08-09 21:31:00,11,5,105,1,Low,Resolved,2024-08-12 19:01:00,69.5,1.0,Unknown
1002940,2024-03-18 10:50:00,15,2,102,3,High,Resolved,2024-03-21 07:44:00,68.9,5.0,35-44
1003268,20-Aug-2024 16:44,13,1,103,2, LOW ,Resolved,2024-08-22 17:20:00,48.6,3.0,35-44
1011248,22-Apr-2024 04:59,13,1,102,2,Medium,Open,,31.9,,25-34
1005429,2024-11-11 15:18:00,11,4,105,1,Medium,Resolved,2024-11-13 10:24:00,43.1,2.0,25-34
1003338,11-Jun-2024 14:00,15,1,101,3,Medium,Resolved,2024-06-15 01:12:00,83.2,,18-24
1003915,07-Jan-2024 13:42,17,1,102,2,LOW,Resolved,2024-01-09 04:36:00,38.9,,25-34
1010032,2024-12-20 08:13:00,17,1,101,2,Low,Open,,23.1,,Unknown
1003706,2024-01-08 02:25:00,13,2,100,2,MEDIUM,Resolved,2024-01-10 07:19:00,52.9,,45-54
1004610,31-Jan-2025 03:09,16,3,105,4,Medium,Resolved,2025-02-01 03:39:00,24.5,,25-34
1005357,27-Oct-2024 14:43,10,5,103,1,Medium,Open,,17.5,,35-44
1011660,2024-06-24 00:36:00,10,1,103,1,Low,Resolved,2024-06-24 22:18:00,21.7,3.0,35-44
1010275,2024-10-06 20:34:00,16,5,101,4,High,Resolved,2024-10-07 09:52:00,13.3,,35-44
1004000,2024-01-01 16:12:00,18,2,101,5,High,Resolved,2024-01-02 17:36:00,25.4,5.0,45-54
1006983,2024-04-11 01:46:00,17,4,101,2,Low,Resolved,2024-04-11 23:58:00,22.2,3.0,25-34
1006422,31-Mar-2024 05:34,11,4,102,1,High,Open,,22.7,,25-34
1000785,2024-12-27 12:30:00,17,2,101,2,Low,Resolved,2024-12-29 03:36:00,39.1,1.0,65+
1002459,2024-01-17 19:11:00,11,1,102,1,Low,Resolved,2024-01-21 21:23:00,98.2,1.0,25-34
1002600,08-Aug-2024 00:49,12,2,105,1,Low,Resolved,2024-08-08 23:01:00,22.2,,45-54
1008148,2024-10-10 17:03:00,18,1,104,5,Low,Resolved,2024-10-13 10:03:00,65.0,,25-34
1010290,2024-12-31 12:10:00,12,1,101,1,Low,Resolved,2025-01-01 16:28:00,28.3,,35-44
1011643,2024-07-09 23:32:00,11,2,103,1,Medium,Resolved,2024-07-12 19:32:00,68.0,,65+
1001417,09-Jun-2024 11:17,12,3,101,1,Medium,Resolved,2024-06-10 15:05:00,27.8,,18-24
1005420,03-Jun-2024 22:22,12,1,101,1,Low,Resolved,2024-06-05 08:10:00,33.8,,
1007573,2024-07-26 22:04:00,17,3,105,2,Low,Resolved,2024-07-27 12:46:00,14.7,4.0,35-44
1005103,2024-03-22 02:05:00,11,1,101,1,2,Open,,9.1,,45-54
1003273,2024-05-05 16:24:00,10,2,101,1,Medium,Resolved,2024-05-06 01:36:00,9.2,3.0,18-24
1004026,2024-02-18 11:27:00,18,5,100,5,Low,Resolved,2024-02-20 13:09:00,49.7,1.0,25-34
1007944,2024-05-28 20:16:00,16,5,102,4,Medium,Resolved,2024-06-01 09:10:00,84.9,3.0,18-24
1005114,2024-08-20 00:46:00,18,2,101,5,High,Resolved,2024-08-20 20:46:00,20.0,3.0,35-44
1011330,2024-12-14 01:11:00,12,2,104,1,Low,Resolved,2024-12-15 01:35:00,24.4,,35-44
1004948,24-Jan-2025 03:51,14,1,101,3,Medium,Resolved,2025-02-05 09:39:00,293.8,,25-34
1000979,2024-03-23 10:28:00,15,3,100,3,Low,Resolved,2024-03-28 18:46:00,128.3,1.0,
1000794,2024-12-10 08:29:00,19,5,102,5,Low,Resolved,2024-12-14 12:23:00,99.9,,45-54
1006827,2024-12-04 14:13:00,10,2,100,1,Medium,Resolved,2024-12-05 09:01:00,18.8,3.0,25-34
1000709,06-Jan-2025 11:30,12,2,105,1,Medium,Resolved,2025-01-07 06:24:00,18.9,,35-44
1005161,2025-02-28 09:41:00,10,1,105,1,Low,Resolved,2025-03-01 11:11:00,25.5,2.0,25-34
1000305,2024-07-26 17:49:00,12,1,101,1,Medium,Open,,27.8,,35-44
1001448,2024-02-27 17:45:00,19,2,101,5,Low,Resolved,2024-02-29 10:45:00,41.0,,25-34
1011699,2025-02-02 00:45:00,17,1,100,2,Medium,Resolved,2025-02-02 06:15:00,5.5,4.0,25-34
1008417,2024-12-05 00:06:00,14,1,100,3,Medium,Resolved,2024-12-09 17:36:00,113.5,2.0,45-54
1002240,2024-08-24 01:59:00,19,1,104,5,Medium,Resolved,2024-08-29 05:59:00,124.0,,45-54
1000726,20-Mar-2024 04:09,19,1,101,5,Low,Resolved,2024-03-24 09:51:00,101.7,5.0,25-34
1000887,29-Jan-2024 11:20,12,2,102,1, High ,Resolved,2024-01-29 22:14:00,10.9,1.0,18-24
1001524,2024-09-16 18:14:00,17,2,104,2,Low,Resolved,2024-09-18 11:08:00,40.9,,25-34
1011996,2024-06-04 03:42:00,13,2,103,2, Low ,Resolved,2024-06-06 10:18:00,54.6,3.0,35-44
1002956,2025-02-17 22:45:00,13,1,101,2,LOW,Open,,82.2,,18-24
1004333,2024-10-29 19:40:00,10,5,100,1,Medium,Reopened,2024-10-30 05:40:00,10.0,,35-44
1010862,2024-01-06 04:16:00,10,2,100,1,High,Resolved,2024-01-06 16:52:00,12.6,4.0,45-54
1004567,2024-05-24 18:05:00,13,2,105,2,LOW,Open,,153.9,,18-24
1004022,07-Sep-2024 06:17,15,1,104,3, Low ,Resolved,2024-09-10 03:23:00,69.1,,
1011430,24-Aug-2024 03:06,10,2,105,1,High,Resolved,2024-08-24 17:12:00,14.1,2.0,55-64
1011820,2024-05-28 19:24:00,14,1,105,3,MEDIUM,Open,,172.3,,35-44
1011937,12-Jul-2024 19:14,10,3,103,1,Medium,Resolved,2024-07-13 13:44:00,18.5,5.0,25-34
1008120,2025-01-06 11:03:00,14,1,105,3,Low,Reopened,2025-01-10 02:21:00,87.3,5.0,55-64
1001264,2024-05-05 20:45:00,10,1,104,1,Low,Resolved,2024-05-06 18:27:00,21.7,1.0,25-34
1000657,12-Jan-2024 04:38,18,1,102,5,Medium,Resolved,2024-01-14 20:44:00,64.1,2.0,25-34
1001123,24-Apr-2024 23:10,11,2,102,1,High,Resolved,2024-04-25 23:40:00,24.5,1.0,25-34
1010242,2025-01-29 07:32:00,10,2,100,1,Medium,Resolved,2025-01-29 21:02:00,13.5,,55-64
1006058,2025-02-26 15:54:00,19,2,104,5,Medium,Resolved,2025-03-01 14:12:00,70.3,,Unknown
1010251,23-Jan-2025 22:18,10,5,102,1,2,Reopened,2025-01-24 05:48:00,7.5,,25-34
1003097,2025-01-15 09:16:00,12,2,102,1,Low,Resolved,2025-01-16 04:34:00,19.3,3.0,25-34
1004771,18-Apr-2024 01:55,14,2,103,3,Medium,Resolved,2024-04-24 04:55:00,147.0,,65+
1010746,2024-06-19 12:51:00,10,2,100,1,Medium,Resolved,2024-06-20 08:57:00,20.1,,65+
1003949,18-Aug-2024 23:26,17,4,104,2,High,Resolved,2024-08-20 09:08:00,33.7,1.0,
1011257,2024-11-01 07:24:00,17,1,104,2,Low,Resolved,2024-11-02 12:36:00,29.2,4.0,45-54
1000594,2024-08-02 17:08:00,11,1,101,1,Low,Resolved,2024-08-06 01:38:00,80.5,,55-64
1003916,2024-11-22 22:56:00,11,5,104,1,Low,Resolved,2024-11-24 10:20:00,35.4,,25-34
1004076,2024-04-11 00:48:00,13,5,101,2,Medium,Resolved,2024-04-13 18:42:00,65.9,4.0,25-34
1003246,18-Apr-2024 10:06,16,5,104,4,Medium,Resolved,2024-04-20 05:18:00,43.2,4.0,18-24
1008472,10-Oct-2024 08:21,15,2,103,3,Low,Resolved,2024-10-17 03:39:00,163.3,3.0,25-34
1003318,2024-02-08 17:45:00,19,4,100,5,MEDIUM,Reopened,2024-02-13 14:09:00,116.4,,18-24
1006224,2024-04-09 05:20:00,13,1,105,2,Medium,Resolved,2024-04-11 01:26:00,44.1,,35-44
1002350,2025-02-05 15:23:00,11,1,101,1,Medium,Resolved,2025-02-07 12:35:00,45.2,3.0,18-24
1002873,2024-09-17 06:40:00,15,1,100,3,High,Resolved,2024-09-24 07:52:00,169.2,5.0,18-24
1003643,2025-01-01 20:09:00,10,1,103,1,Medium,Open,,17.4,,45-54
1003237,17-Jan-2025 00:22,10,1,100,1,LOW,Resolved,2025-01-18 06:46:00,30.4,1.0,35-44
1007150,14-Oct-2024 17:04,16,1,100,4,Low,Open,,45.8,,45-54
1010928,2024-05-23 12:30:00,13,1,105,2,Low,Resolved,2024-05-25 11:36:00,47.1,,65+
1011646,2024-01-23 22:08:00,17,2,105,2,Low,Resolved,2024-01-25 02:08:00,28.0,1.0,55-64
1005203,2024-09-24 12:47:00,12,2,105,1,Low,Resolved,2024-09-25 09:53:00,21.1,,45-54
1011460,2024-04-07 13:37:00,11,4,100,1,Low,Resolved,2024-04-14 12:13:00,166.6,,35-44
1009790,30-Jan-2025 03:33,16,1,100,4,Medium,Resolved,2025-02-01 09:09:00,53.6,4.0,35-44
1002332,2024-08-11 03:52:00,18,2,101,5,High,Resolved,2024-08-12 22:40:00,42.8,2.0,65+
1003034,2024-06-13 03:56:00,19,2,105,5, Low ,Resolved,2024-06-25 00:32:00,284.6,2.0,25-34
1011469,2024-06-19 15:19:00,16,2,104,4,Medium,Resolved,2024-06-21 12:43:00,45.4,4.0,35-44
1011481,24-Oct-2024 16:09,15,5,100,3, Low ,Resolved,2024-10-28 10:09:00,90.0,3.0,55-64
1006931,2024-07-02 08:51:00,10,4,102,1,High,Reopened,2024-07-02 20:15:00,11.4,2.0,25-34
1006919,15-Jul-2024 07:05,17,3,104,2,High,Open,,33.2,,45-54
1007146,2025-02-19 10:34:00,10,4,104,1, Medium ,Reopened,2025-02-20 22:22:00,35.8,3.0,35-44
1010825,2024-12-31 05:37:00,10,1,100,1,Low,Resolved,2025-01-01 12:13:00,30.6,3.0,35-44
1010083,24-Dec-2024 15:32,12,2,100,1,Medium,Resolved,2024-12-25 11:08:00,19.6,,18-24
1003320,2024-04-14 11:52:00,17,1,101,2,Low,Resolved,2024-04-15 01:16:00,13.4,1.0,55-64
1001115,2025-02-20 01:19:00,12,1,104,1,Medium,Resolved,2025-02-20 15:43:00,14.4,2.0,45-54
1002527,2024-11-12 18:31:00,10,5,105,1,MEDIUM,Resolved,2024-11-13 11:01:00,16.5,,25-34
1007757,2024-01-14 14:08:00,17,1,104,2,LOW,Resolved,2024-01-15 12:44:00,22.6,2.0,55-64
1001069,2024-03-22 22:18:00,15,1,103,3, Low ,Resolved,2024-03-26 09:54:00,83.6,,25-34
1003904,2024-01-17 05:39:00,11,1,102,1, Low ,Resolved,2024-01-19 01:15:00,43.6,,18-24
1011366,01-Mar-2024 00:39,14,2,100,3,Medium,Open,,154.4,,35-44
1005470,27-Nov-2024 06:24,15,2,100,3, MEDIUM ,Open,,47.8,,45-54
1002385,2024-11-05 22:23:00,18,2,101,5,Medium,Reopened,2024-11-08 12:29:00,62.1,5.0,Unknown
1006555,11-Jul-2024 19:25,12,2,102,1,High,Resolved,2024-07-12 04:31:00,9.1,2.0,55-64
1009619,2024-08-02 15:06:00,10,2,102,1,Low,Resolved,2024-08-04 08:54:00,41.8,2.0,35-44
1004334,26-Dec-2024 18:37,16,1,101,4,Medium,Resolved,2024-12-29 15:55:00,69.3,,
1000228,2024-11-29 17:59:00,14,5,105,3,Low,Resolved,2024-12-13 08:47:00,326.8,,35-44
1001495,2025-01-13 01:57:00,13,1,105,2,Medium,Resolved,2025-01-16 16:09:00,86.2,2.0,35-44
1006944,2024-12-26 14:51:00,10,3,101,1,Medium,Resolved,2024-12-27 23:57:00,33.1,4.0,35-44
1010271,04-Jan-2025 00:14,17,1,105,2,Medium,Resolved,2025-01-04 16:32:00,16.3,,45-54
1007328,2024-08-08 18:22:00,14,2,102,3, Low ,Resolved,2024-08-22 23:10:00,340.8,1.0,18-24
1003137,2025-02-02 19:21:00,10,3,100,1,Medium,Resolved,2025-02-04 21:03:00,49.7,,55-64
1000491,2024-10-17 08:25:00,14,3,105,3,Low,Open,,313.1,,25-34
1000956,2024-10-01 06:43:00,16,5,105,4,Medium,Resolved,2024-10-02 10:19:00,27.6,3.0,25-34
1000921,2024-10-22 15:40:00,13,4,103,2,Medium,Resolved,2024-10-28 07:34:00,135.9,5.0,35-44
1003244,2024-08-25 00:22:00,13,1,101,2,Medium,Resolved,2024-08-27 01:58:00,49.6,,18-24
1004513,2024-01-11 17:40:00,10,4,102,1,MEDIUM,Resolved,2024-01-12 13:58:00,20.3,1.0,35-44
1010573,2024-09-28 16:06:00,17,5,105,2,Low,Resolved,2024-09-29 02:48:00,10.7,5.0,18-24
1004685,2024-04-19 05:32:00,18,3,102,5,High,Resolved,2024-04-20 15:56:00,34.4,,25-34
1007554,2024-07-26 12:38:00,10,1,102,1,Low,Resolved,2024-07-27 16:56:00,28.3,,55-64
1010001,2024-02-12 00:07:00,17,1,102,2,Medium,Resolved,2024-02-12 11:31:00,11.4,4.0,25-34
1003054,2024-08-04 07:42:00,14,5,102,3,Medium,Resolved,2024-08-16 14:18:00,294.6,,
1011099,2025-02-06 12:41:00,14,3,104,3,Medium,Resolved,2025-02-25 22:11:00,465.5,,25-34
1009194,2024-09-28 00:59:00,13,1,105,2, Medium ,Resolved,2024-09-29 16:41:00,39.7,5.0,55-64
1010915,2024-12-25 19:46:00,11,1,101,1,Medium,Resolved,2024-12-27 08:10:00,36.4,,35-44
1011352,2024-09-19 08:15:00,17,5,102,2,Low,Resolved,2024-09-20 22:57:00,38.7,4.0,55-64
1002384,2025-01-21 09:39:00,11,2,102,1,Low,Resolved,2025-01-25 21:09:00,107.5,4.0,65+
1006891,2024-12-02 13:44:00,16,4,101,4,Low,Resolved,2024-12-05 12:14:00,70.5,4.0,45-54
1009801,26-Sep-2024 01:09,19,5,105,5,Low,Open,,163.0,,45-54
1008446,02-Feb-2024 10:42,14,1,105,3,Low,Resolved,2024-02-10 14:30:00,195.8,,35-44
1009960,2024-09-25 12:06:00,18,3,101,5,High,Open,,35.1,,45-54
1009568,2024-11-20 06:37:00,18,2,102,5,Medium,Resolved,2024-11-22 16:31:00,57.9,3.0,25-34
1007936,2024-09-24 02:49:00,14,3,100,3,Low,Resolved,2024-10-03 08:43:00,221.9,3.0,45-54
1010208,2024-11-30 12:09:00,12,2,101,1,Medium,Resolved,2024-12-01 00:45:00,12.6,,35-44
1000039,2024-02-19 20:24:00,12,2,105,1,Low,Resolved,2024-02-22 07:12:00,58.8,,35-44
1011859,2024-12-03 20:29:00,13,5,104,2,Medium,Open,,35.6,,45-54
1000537,2024-10-27 18:45:00,10,1,104,1,Medium,Resolved,2024-10-28 14:27:00,19.7,3.0,Unknown
1000761,24-Apr-2024 19:40,19,2,100,5,Low,Open,,219.3,,65+
1006331,2024-07-22 08:01:00,10,1,102,1,HIGH,Resolved,2024-07-22 18:43:00,10.7,2.0,25-34
1001958,2024-02-07 04:13:00,11,2,100,1,High,Resolved,2024-02-08 15:25:00,35.2,4.0,18-24
1011639,30-Jan-2025 02:21,14,2,102,3,High,Resolved,2025-02-03 09:09:00,102.8,,65+
1005000,01-Mar-2024 20:28,18,5,101,5,Low,Resolved,2024-03-04 13:40:00,65.2,,35-44
1010318,2024-01-07 07:13:00,11,1,103,1,Low,Resolved,2024-01-08 14:31:00,31.3,,45-54
1000484,2024-07-02 11:01:00,10,1,101,1,Medium,Resolved,2024-07-02 23:49:00,12.8,1.0,25-34
1008131,2025-01-25 21:49:00,13,2,103,2,Low,Reopened,2025-01-30 02:25:00,100.6,2.0,18-24
1002217,14-Mar-2024 09:44,17,1,101,2,High,Resolved,2024-03-14 18:38:00,8.9,3.0,25-34
1002495,2024-04-20 01:42:00,18,1,103,5,Low,Resolved,2024-04-27 09:12:00,175.5,,25-34
1006560,2024-03-19 23:09:00,10,5,104,1,Medium,Open,,32.0,,35-44
1008165,09-Jan-2025 02:42,19,2,104,5, Medium ,Open,,62.7,,35-44
1006890,2025-01-24 19:20:00,17,1,101,2,High,Resolved,2025-01-25 06:44:00,11.4,4.0,55-64
1008129,25-Sep-2024 17:03,10,1,101,1,MEDIUM,Resolved,2024-09-26 18:51:00,25.8,5.0,18-24
1009871,22-Feb-2025 22:45,16,3,102,4,High,Resolved,2025-02-24 03:27:00,28.7,2.0,25-34
1003815,2024-10-03 06:51:00,18,4,105,5,Low,Open,,240.3,,25-34
1007863,2024-12-30 06:33:00,11,5,103,1,Low,Resolved,2025-01-02 04:09:00,69.6,3.0,45-54
1002469,2025-02-01 09:01:00,15,2,102,3,Low,Resolved,2025-02-05 02:13:00,89.2,1.0,45-54
1001352,2024-05-02 13:30:00,12,3,104,1, MEDIUM ,Resolved,2024-05-03 08:36:00,19.1,2.0,25-34
1005707,2024-01-14 12:48:00,18,1,101,5,Low,Open,,125.1,,
1011784,2024-08-04 08:02:00,11,5,101,1,High,Resolved,2024-08-05 05:02:00,21.0,2.0,25-34
1006041,2024-08-14 09:00:00,19,5,103,5,LOW,Open,,71.7,,25-34
1005663,2024-08-09 12:43:00,10,3,100,1, Low ,Resolved,2024-08-10 18:31:00,29.8,5.0,55-64
