basket_id,item
972,Tomato Sauce
973,Butter
973,Cheese
973,Crisps
973,Soft Drinks
974,Bread
974,Butter
974,Eggs
974,Nappies
975,Bananas
975,Bread
975,Crisps
975,Soft Drinks
976,Baby Wipes
976,Butter
976,Cheese
976,Eggs
976,Tea
977,Baby Wipes
977,Cheese
977,Eggs
977,Tomato Sauce
978,Baby Wipes
978,Butter
978,Milk
978,Nappies
978,Tea
979,Crisps
979,Eggs
979,Soft Drinks
979,Sugar
979,Tomato Sauce
980,Baby Wipes
980,Cheese
980,Coffee
980,Crisps
980,Nappies
980,Soft Drinks
980,Sugar
981,Baby Wipes
981,Bananas
981,Milk
981,Nappies
981,Sugar
981,Tea
982,Baby Wipes
982,Nappies
982,Tea
982,Tomato Sauce
983,Eggs
983,Milk
983,Soft Drinks
983,Tea
984,Butter
984,Eggs
985,Bananas
985,Butter
985,Milk
985,Tea
986,Coffee
986,Sugar
987,Butter
987,Sugar
987,Tea
988,Baby Wipes
988,Bread
988,Butter
988,Cheese
988,Nappies
988,Pasta
988,Sugar
988,Tea
988,Tomato Sauce
989,Baby Wipes
989,Bread
989,Butter
989,Tomato Sauce
990,Bananas
990,Butter
990,Milk
990,Pasta
990,Tea
990,Tomato Sauce
991,Baby Wipes
991,Butter
991,Nappies
992,Bananas
992,Bread
992,Butter
992,Crisps
992,Milk
992,Pasta
992,Tomato Sauce
993,Milk
993,Pasta
993,Tea
994,Bananas
994,Crisps
994,Pasta
994,Soft Drinks
994,Tomato Sauce
995,Bread
995,Coffee
995,Crisps
995,Soft Drinks
996,Bananas
996,Cheese
996,Eggs
996,Pasta
997,Baby Wipes
997,Bread
997,Butter
997,Cheese
997,Crisps
997,Eggs
997,Nappies
997,Soft Drinks
998,Baby Wipes
998,Crisps
998,Eggs
998,Nappies
998,Tomato Sauce
999,Bread
999,Butter
1000,Bread
1000,Butter
1000,Cheese
1000,Eggs
1000,Sugar
1001,Baby Wipes
1001,Bananas
1001,Bread
1001,Butter
1001,Cheese
1001,Nappies
1002,Coffee
1002,Milk
1002,Nappies
1003,Bread
1003,Butter
1003,Crisps
1003,Pasta
1003,Soft Drinks
1003,Tea
1003,Tomato Sauce
1004,Baby Wipes
1004,Crisps
1004,Eggs
1004,Milk
1004,Nappies
1004,Soft Drinks
1004,Sugar
1004,Tea
1005,Baby Wipes
1005,Bananas
1005,Crisps
1005,Nappies
1005,Sugar
1005,Tomato Sauce
1006,Baby Wipes
1006,Bananas
1006,Cheese
1006,Nappies
1006,Tomato Sauce
1007,Bread
1007,Butter
1007,Coffee
1007,Eggs
1007,Milk
1007,Sugar
1008,Bread
1008,Crisps
1009,Baby Wipes
1009,Crisps
1009,Milk
1009,Soft Drinks
1009,Sugar
1010,Baby Wipes
1010,Coffee
1010,Milk
1010,Nappies
1010,Sugar
1010,Tea
1011,Bread
1011,Milk
1011,Sugar
1011,Tomato Sauce
1012,Baby Wipes
1012,Cheese
1012,Crisps
1012,Pasta
1012,Soft Drinks
1012,Tomato Sauce
1013,Coffee
1013,Eggs
1013,Milk
1013,Sugar
1014,Baby Wipes
1014,Butter
1014,Coffee
1014,Crisps
1014,Milk
1014,Nappies
1015,Butter
1015,Cheese
1015,Crisps
1015,Milk
1015,Pasta
1015,Tomato Sauce
1016,Baby Wipes
1016,Bread
1016,Butter
1016,Cheese
1016,Nappies
1016,Sugar
1016,Tomato Sauce
1017,Cheese
1017,Eggs
1018,Bananas
1018,Coffee
1018,Crisps
1018,Milk
1018,Pasta
1018,Soft Drinks
1018,Sugar
1018,Tomato Sauce
1019,Bananas
1019,Eggs
1020,Bananas
1020,Bread
1020,Butter
1021,Baby Wipes
1021,Bread
1021,Butter
1021,Crisps
1021,Milk
1021,Nappies
1021,Tea
1022,Coffee
1022,Crisps
1022,Eggs
1022,Soft Drinks
1022,Sugar
1022,Tomato Sauce
1023,Baby Wipes
1023,Bread
1023,Butter
1023,Crisps
1023,Nappies
1023,Soft Drinks
1024,Bread
1024,Butter
1024,Coffee
1025,Bananas
1025,Milk
1025,Tea
1026,Baby Wipes
1026,Butter
1026,Nappies
1026,Pasta
1026,Soft Drinks
1026,Sugar
1026,Tomato Sauce
1027,Bananas
1027,Eggs
1027,Milk
1027,Tea
1028,Baby Wipes
1028,Tea
1028,Tomato Sauce
1029,Baby Wipes
1029,Butter
1029,Coffee
1029,Crisps
1029,Milk
1029,Soft Drinks
1029,Tea
1029,Tomato Sauce
1030,Baby Wipes
1030,Crisps
1030,Eggs
1030,Milk
1030,Nappies
1030,Soft Drinks
1031,Crisps
1031,Tomato Sauce
1032,Baby Wipes
1032,Bananas
1032,Crisps
1032,Pasta
1032,Soft Drinks
1032,Sugar
1032,Tomato Sauce
1033,Baby Wipes
1033,Butter
1033,Cheese
1033,Coffee
1033,Sugar
1033,Tomato Sauce
1034,Baby Wipes
1034,Bananas
1034,Eggs
1034,Pasta
1034,Tea
1034,Tomato Sauce
1035,Bananas
1035,Butter
1035,Nappies
1035,Pasta
1035,Tomato Sauce
1036,Crisps
1036,Pasta
1036,Tomato Sauce
1037,Baby Wipes
1037,Cheese
1037,Coffee
1037,Crisps
1037,Milk
1037,Nappies
1037,Sugar
1038,Milk
1038,Pasta
1039,Crisps
1039,Pasta
1039,Tomato Sauce
1040,Baby Wipes
1040,Bread
1040,Butter
1040,Coffee
1040,Nappies
1040,Pasta
1040,Sugar
1040,Tea
1040,Tomato Sauce
1041,Cheese
1041,Coffee
1041,Milk
1041,Tea
1042,Bread
1042,Butter
1042,Eggs
1042,Milk
1042,Pasta
1042,Tea
1042,Tomato Sauce
1043,Pasta
1043,Sugar
1043,Tomato Sauce
1044,Eggs
1044,Pasta
1044,Soft Drinks
1045,Butter
1045,Eggs
1045,Nappies
1045,Pasta
1045,Sugar
1045,Tomato Sauce
1046,Crisps
1046,Eggs
1046,Nappies
1046,Pasta
1046,Soft Drinks
1046,Tomato Sauce
1047,Bread
1047,Eggs
1047,Pasta
1048,Bananas
1048,Bread
1048,Butter
1048,Coffee
1048,Crisps
1048,Eggs
1048,Soft Drinks
1049,Cheese
1049,Coffee
1049,Pasta
1049,Tea
1050,Baby Wipes
1050,Bread
1050,Butter
1050,Nappies
1051,Baby Wipes
1051,Bread
1051,Butter
1051,Nappies
1051,Tomato Sauce
1052,Cheese
1052,Nappies
1053,Bananas
1053,Coffee
1053,Crisps
1053,Eggs
1053,Sugar
1053,Tomato Sauce
1054,Baby Wipes
1054,Crisps
1054,Milk
1054,Pasta
1054,Sugar
1054,Tea
1054,Tomato Sauce
1055,Baby Wipes
1055,Bananas
1055,Coffee
1055,Milk
1055,Nappies
1055,Sugar
1055,Tea
1056,Bananas
1056,Coffee
1056,Sugar
1057,Baby Wipes
1057,Coffee
1057,Nappies
1057,Sugar
1057,Tea
1058,Eggs
1058,Pasta
1058,Soft Drinks
1058,Tomato Sauce
1059,Baby Wipes
1059,Bananas
1059,Butter
1059,Coffee
1059,Nappies
1059,Pasta
1059,Sugar
1060,Eggs
1060,Sugar
1061,Baby Wipes
1061,Bread
1061,Butter
1061,Cheese
1061,Coffee
1061,Eggs
1061,Nappies
1061,Pasta
1061,Tomato Sauce
1062,Crisps
1062,Milk
1062,Soft Drinks
1062,Tea
1063,Bread
1063,Butter
1063,Coffee
1063,Crisps
1063,Eggs
1063,Nappies
1063,Pasta
1063,Sugar
1064,Coffee
1064,Crisps
1064,Nappies
1064,Tea
1065,Bananas
1065,Bread
1065,Coffee
1065,Crisps
1065,Soft Drinks
1065,Tomato Sauce
1066,Baby Wipes
1066,Bananas
1066,Bread
1066,Crisps
1066,Nappies
1066,Soft Drinks
1067,Baby Wipes
1067,Bread
1067,Butter
1067,Eggs
1067,Nappies
1067,Pasta
1067,Soft Drinks
1067,Tomato Sauce
1068,Bananas
1068,Coffee
1068,Milk
1069,Baby Wipes
1069,Milk
1069,Nappies
1069,Sugar
1070,Bread
1070,Butter
1070,Coffee
1070,Pasta
1070,Sugar
1071,Baby Wipes
1071,Bananas
1071,Butter
1071,Crisps
1071,Milk
1071,Nappies
1071,Soft Drinks
1071,Tea
1072,Baby Wipes
1072,Bread
1072,Butter
1072,Cheese
1072,Crisps
1072,Eggs
1073,Baby Wipes
1073,Bread
1074,Baby Wipes
1074,Cheese
1074,Crisps
1074,Nappies
1074,Soft Drinks
1074,Tea
1075,Baby Wipes
1075,Bananas
1075,Coffee
1075,Eggs
1075,Nappies
1075,Sugar
1075,Tomato Sauce
1076,Baby Wipes
1076,Bananas
1076,Crisps
1076,Nappies
1076,Pasta
1076,Tomato Sauce
1077,Bananas
1077,Cheese
1077,Crisps
1077,Pasta
1077,Tomato Sauce
1078,Baby Wipes
1078,Bread
1078,Butter
1078,Coffee
1078,Crisps
1078,Nappies
1078,Sugar
1078,Tea
1079,Bananas
1079,Crisps
1079,Sugar
1079,Tomato Sauce
1080,Baby Wipes
1080,Bananas
1080,Coffee
1080,Crisps
1080,Milk
1080,Nappies
1080,Sugar
1080,Tea
1081,Bread
1081,Crisps
1081,Milk
1081,Soft Drinks
1081,Tea
1082,Pasta
1082,Sugar
1082,Tomato Sauce
1083,Baby Wipes
1083,Bananas
1083,Bread
1083,Nappies
1084,Bread
1084,Butter
1084,Crisps
1084,Milk
1084,Pasta
1084,Soft Drinks
1084,Tea
1084,Tomato Sauce
1085,Baby Wipes
1085,Bananas
1085,Bread
1085,Butter
1085,Cheese
1085,Coffee
1085,Milk
1085,Sugar
1085,Tea
1086,Bread
1086,Butter
1086,Soft Drinks
1087,Baby Wipes
1087,Butter
1087,Milk
1087,Nappies
1088,Bread
1088,Butter
1089,Baby Wipes
1089,Bananas
1089,Coffee
1089,Nappies
1089,Pasta
1089,Tomato Sauce
1090,Baby Wipes
1090,Cheese
1090,Eggs
1090,Milk
1090,Nappies
1090,Pasta
1090,Tomato Sauce
1091,Baby Wipes
1091,Coffee
1092,Baby Wipes
1092,Butter
1092,Crisps
1092,Milk
1092,Nappies
1092,Pasta
1092,Tea
1093,Bananas
1093,Bread
1093,Butter
1094,Bananas
1094,Butter
1094,Cheese
1094,Eggs
1094,Milk
1094,Sugar
1095,Bananas
1095,Coffee
1095,Crisps
1095,Milk
1095,Soft Drinks
1095,Sugar
1096,Cheese
1096,Crisps
1096,Milk
1096,Soft Drinks
1096,Sugar
1096,Tomato Sauce
1097,Bread
1097,Butter
1097,Coffee
1097,Crisps
1097,Nappies
1097,Soft Drinks
1097,Sugar
1098,Bananas
1098,Bread
1098,Butter
1098,Cheese
1098,Coffee
1098,Sugar
1099,Bananas
1099,Eggs
1099,Milk
1099,Sugar
1099,Tomato Sauce
1100,Coffee
1100,Crisps
1100,Pasta
1100,Sugar
1100,Tomato Sauce
1101,Bread
1101,Coffee
1101,Crisps
1101,Nappies
1101,Pasta
1101,Soft Drinks
1101,Sugar
1101,Tomato Sauce
1102,Baby Wipes
1102,Milk
1102,Nappies
1102,Soft Drinks
1102,Tea
1103,Bananas
1103,Bread
1103,Butter
1103,Milk
1103,Tea
1104,Bread
1104,Butter
1104,Pasta
1104,Tomato Sauce
1105,Bread
1105,Butter
1105,Eggs
1105,Pasta
1105,Tomato Sauce
1106,Baby Wipes
1106,Crisps
1106,Eggs
1106,Pasta
1106,Tomato Sauce
1107,Baby Wipes
1107,Bread
1107,Butter
1107,Cheese
1107,Crisps
1107,Milk
1107,Pasta
1107,Soft Drinks
1107,Tea
1107,Tomato Sauce
1108,Baby Wipes
1108,Butter
1108,Crisps
1108,Nappies
1109,Crisps
1109,Sugar
1110,Bananas
1110,Crisps
1110,Eggs
1110,Soft Drinks
1111,Coffee
1111,Eggs
1111,Pasta
1111,Sugar
1112,Bananas
1112,Butter
1112,Cheese
1112,Crisps
1112,Soft Drinks
1113,Bananas
1113,Cheese
1113,Crisps
1113,Soft Drinks
1114,Baby Wipes
1114,Bread
1114,Butter
1114,Coffee
1114,Eggs
1114,Nappies
1114,Soft Drinks
1114,Sugar
1115,Coffee
1115,Eggs
1115,Sugar
1116,Eggs
1116,Milk
1116,Soft Drinks
1116,Tea
1117,Baby Wipes
1117,Bananas
1117,Nappies
1117,Soft Drinks
1118,Bananas
1118,Bread
1118,Crisps
1118,Nappies
1118,Soft Drinks
1118,Sugar
1119,Bread
1119,Butter
1119,Crisps
1119,Pasta
1119,Tea
1119,Tomato Sauce
1120,Baby Wipes
1120,Coffee
1120,Crisps
1120,Nappies
1120,Pasta
1120,Soft Drinks
1120,Sugar
1120,Tea
1121,Bread
1121,Butter
1121,Coffee
1121,Crisps
1121,Pasta
1121,Soft Drinks
1121,Tea
1121,Tomato Sauce
1122,Baby Wipes
1122,Bread
1122,Butter
1122,Milk
1122,Nappies
1122,Tea
1122,Tomato Sauce
1123,Cheese
1123,Sugar
1123,Tea
1124,Baby Wipes
1124,Bread
1124,Butter
1124,Coffee
1124,Crisps
1124,Milk
1124,Sugar
1124,Tea
1125,Coffee
1125,Eggs
1126,Baby Wipes
1126,Bread
1126,Sugar
1126,Tea
1127,Baby Wipes
1127,Bread
1127,Eggs
1127,Milk
1127,Pasta
1127,Tea
1127,Tomato Sauce
1128,Baby Wipes
1128,Butter
1128,Eggs
1128,Milk
1128,Pasta
1128,Sugar
1128,Tomato Sauce
1129,Baby Wipes
1129,Bread
1129,Butter
1129,Nappies
1130,Bananas
1130,Crisps
1130,Pasta
1130,Tea
1130,Tomato Sauce
1131,Baby Wipes
1131,Bananas
1131,Bread
1131,Butter
1131,Eggs
1131,Nappies
1132,Bananas
1132,Bread
1132,Cheese
1132,Coffee
1132,Crisps
1132,Milk
1132,Soft Drinks
1132,Tea
1133,Baby Wipes
1133,Bread
1133,Butter
1133,Nappies
1133,Sugar
1133,Tea
1134,Baby Wipes
1134,Bananas
1134,Butter
1134,Eggs
1134,Pasta
1135,Baby Wipes
1135,Bananas
1135,Bread
1135,Cheese
1135,Coffee
1135,Nappies
1136,Crisps
1136,Eggs
1137,Eggs
1137,Pasta
1137,Soft Drinks
1137,Tomato Sauce
1138,Baby Wipes
1138,Coffee
1138,Nappies
1138,Sugar
1139,Baby Wipes
1139,Butter
1139,Tomato Sauce
1140,Cheese
1140,Tea
1141,Milk
1141,Sugar
1142,Coffee
1142,Crisps
1142,Soft Drinks
1142,Sugar
1143,Butter
1143,Crisps
1143,Soft Drinks
1144,Bananas
1144,Butter
1144,Crisps
1144,Milk
1144,Tea
1145,Butter
1145,Soft Drinks
1146,Coffee
1146,Milk
1146,Pasta
1146,Tea
1147,Baby Wipes
1147,Bananas
1147,Coffee
1147,Nappies
1147,Sugar
1147,Tomato Sauce
1148,Baby Wipes
1148,Bread
1148,Crisps
1148,Nappies
1148,Pasta
1148,Tomato Sauce
1149,Coffee
1149,Eggs
1149,Pasta
1149,Sugar
1149,Tomato Sauce
1150,Cheese
1150,Milk
1150,Tea
1151,Baby Wipes
1151,Butter
1151,Nappies
1152,Bananas
1152,Bread
1152,Butter
1152,Cheese
1152,Nappies
1152,Sugar
1153,Milk
1153,Sugar
1153,Tea
1154,Baby Wipes
1154,Nappies
1154,Tea
1155,Baby Wipes
1155,Bread
1155,Butter
1155,Nappies
1155,Sugar
1156,Coffee
1156,Crisps
1156,Eggs
1156,Soft Drinks
1156,Sugar
1156,Tomato Sauce
1157,Bananas
1157,Butter
1157,Soft Drinks
1157,Tomato Sauce
1158,Baby Wipes
1158,Bread
1158,Butter
1158,Coffee
1158,Nappies
1158,Pasta
1158,Sugar
1158,Tea
1158,Tomato Sauce
1159,Bananas
1159,Bread
1159,Butter
1159,Cheese
1159,Eggs
1159,Milk
1159,Tea
1159,Tomato Sauce
1160,Bananas
1160,Bread
1160,Butter
1160,Pasta
1160,Tea
1161,Cheese
1161,Coffee
1161,Crisps
1162,Milk
1162,Pasta
1162,Sugar
1162,Tea
1162,Tomato Sauce
1163,Bread
1163,Crisps
1163,Pasta
1163,Soft Drinks
1164,Baby Wipes
1164,Milk
1164,Nappies
1164,Sugar
1164,Tomato Sauce
1165,Baby Wipes
1165,Bananas
1165,Coffee
1165,Nappies
1165,Pasta
1165,Sugar
1165,Tea
1165,Tomato Sauce
1166,Bread
1166,Butter
1166,Eggs
1166,Milk
1166,Sugar
1166,Tea
1166,Tomato Sauce
1167,Crisps
1167,Milk
1167,Pasta
1167,Sugar
1167,Tomato Sauce
1168,Cheese
1168,Crisps
1168,Eggs
1168,Milk
1168,Sugar
1168,Tea
1169,Bread
1169,Butter
1169,Crisps
1169,Eggs
1169,Milk
1169,Pasta
1170,Bananas
1170,Butter
1170,Eggs
1170,Sugar
1171,Baby Wipes
1171,Butter
1171,Nappies
1172,Bananas
1172,Cheese
1172,Coffee
1172,Crisps
1172,Sugar
1173,Baby Wipes
1173,Bananas
1173,Coffee
1173,Milk
1173,Nappies
1173,Sugar
1173,Tea
1174,Bananas
1174,Butter
1175,Butter
1175,Crisps
1175,Tomato Sauce
1176,Baby Wipes
1176,Bananas
1176,Bread
1176,Butter
1176,Nappies
1176,Pasta
1176,Tomato Sauce
1177,Eggs
1177,Pasta
1177,Tomato Sauce
1178,Bananas
1178,Coffee
1178,Crisps
1178,Pasta
1178,Soft Drinks
1178,Sugar
1178,Tomato Sauce
1179,Cheese
1179,Coffee
1179,Milk
1179,Sugar
1179,Tea
1180,Bread
1180,Eggs
1180,Pasta
1180,Soft Drinks
1181,Cheese
1181,Eggs
1181,Nappies
1181,Pasta
1181,Sugar
1181,Tomato Sauce
1182,Baby Wipes
1182,Bread
1182,Butter
1182,Crisps
1182,Milk
1182,Nappies
1182,Soft Drinks
1182,Tea
1182,Tomato Sauce
1183,Eggs
1183,Milk
1183,Tea
1184,Cheese
1184,Coffee
1184,Pasta
1184,Sugar
1184,Tea
1185,Bananas
1185,Bread
1185,Coffee
1185,Crisps
1185,Soft Drinks
1185,Sugar
1186,Baby Wipes
1186,Bananas
1186,Bread
1186,Butter
1186,Crisps
1186,Milk
1186,Nappies
1186,Soft Drinks
1186,Tea
1187,Bananas
1187,Bread
1187,Butter
1187,Cheese
1187,Eggs
1187,Milk
1187,Tea
1187,Tomato Sauce
1188,Butter
1188,Cheese
1188,Milk
1188,Pasta
1188,Tea
1188,Tomato Sauce
1189,Bread
1189,Butter
1189,Crisps
1189,Eggs
1190,Baby Wipes
1190,Butter
1190,Cheese
1190,Coffee
1190,Nappies
1190,Sugar
1191,Bananas
1191,Milk
1191,Pasta
1191,Tea
1191,Tomato Sauce
1192,Bread
1192,Butter
1192,Crisps
1192,Sugar
1193,Baby Wipes
1193,Bananas
1193,Cheese
1193,Coffee
1193,Crisps
1193,Nappies
1194,Butter
1194,Coffee
1194,Crisps
1194,Milk
1194,Soft Drinks
1194,Tea
1194,Tomato Sauce
1195,Baby Wipes
1195,Coffee
1195,Crisps
1195,Nappies
1195,Pasta
1195,Sugar
1195,Tomato Sauce
1196,Bananas
1196,Bread
1196,Butter
1196,Coffee
1196,Pasta
1196,Sugar
1196,Tomato Sauce
1197,Baby Wipes
1197,Crisps
1197,Soft Drinks
1197,Tea
1198,Cheese
1198,Pasta
1198,Soft Drinks
1198,Tomato Sauce
1199,Baby Wipes
1199,Pasta
1199,Tea
1199,Tomato Sauce
1200,Baby Wipes
1200,Bananas
1200,Cheese
1200,Crisps
1200,Eggs
1200,Soft Drinks
1201,Baby Wipes
1201,Crisps
1201,Milk
1201,Nappies
1201,Soft Drinks
1201,Tea
1202,Baby Wipes
1202,Bananas
1202,Cheese
1202,Coffee
1202,Crisps
1202,Sugar
1203,Butter
1203,Eggs
1203,Milk
1204,Bread
1204,Butter
1204,Crisps
1204,Soft Drinks
1204,Sugar
1204,Tomato Sauce
1205,Cheese
1205,Eggs
1205,Nappies
1205,Soft Drinks
1205,Sugar
1206,Butter
1206,Cheese
1206,Coffee
1206,Eggs
1206,Sugar
1206,Tomato Sauce
1207,Baby Wipes
1207,Cheese
1207,Crisps
1207,Milk
1207,Nappies
1207,Pasta
1207,Tea
1208,Baby Wipes
1208,Bread
1208,Butter
1208,Cheese
1208,Coffee
1208,Sugar
1209,Butter
1209,Crisps
1209,Pasta
1209,Tomato Sauce
1210,Coffee
1210,Crisps
1210,Milk
1210,Pasta
1210,Soft Drinks
1210,Sugar
1210,Tea
1210,Tomato Sauce
1211,Baby Wipes
1211,Cheese
1211,Crisps
1211,Milk
1211,Nappies
1211,Soft Drinks
1211,Tea
1212,Coffee
1212,Crisps
1212,Eggs
1212,Milk
1212,Pasta
1212,Sugar
1212,Tea
1212,Tomato Sauce
1213,Baby Wipes
1213,Crisps
1213,Milk
1214,Bananas
1214,Cheese
1214,Crisps
1214,Pasta
1214,Sugar
1214,Tomato Sauce
1215,Soft Drinks
1215,Tea
1216,Cheese
1216,Coffee
1216,Milk
1216,Soft Drinks
1217,Bread
1217,Butter
1217,Milk
1217,Tea
1218,Baby Wipes
1218,Crisps
1218,Milk
1218,Nappies
1218,Tea
1218,Tomato Sauce
1219,Baby Wipes
1219,Bananas
1219,Nappies
1219,Pasta
1219,Tomato Sauce
1220,Bread
1220,Butter
1220,Milk
1220,Tea
1221,Bread
1221,Eggs
1221,Tomato Sauce
1222,Bananas
1222,Bread
1222,Butter
1222,Crisps
1222,Eggs
1222,Soft Drinks
1223,Cheese
1223,Eggs
1223,Pasta
1223,Tomato Sauce
1224,Baby Wipes
1224,Eggs
1224,Nappies
1224,Pasta
1224,Soft Drinks
1224,Tea
1224,Tomato Sauce
1225,Butter
1225,Crisps
1225,Pasta
1225,Soft Drinks
1225,Tomato Sauce
1226,Crisps
1226,Soft Drinks
1227,Baby Wipes
1227,Bananas
1227,Bread
1227,Butter
1227,Milk
1227,Nappies
1227,Sugar
1227,Tea
1228,Baby Wipes
1228,Bread
1228,Butter
1228,Sugar
1229,Baby Wipes
1229,Bananas
1229,Coffee
1229,Eggs
1229,Pasta
1229,Sugar
1229,Tomato Sauce
1230,Bananas
1230,Milk
1230,Tea
1231,Baby Wipes
1231,Bananas
1231,Eggs
1231,Nappies
1231,Pasta
1231,Tea
1231,Tomato Sauce
1232,Bananas
1232,Coffee
1232,Soft Drinks
1232,Sugar
1232,Tea
1233,Crisps
1233,Soft Drinks
1234,Bananas
1234,Milk
1234,Sugar
1234,Tea
1234,Tomato Sauce
1235,Bread
1235,Cheese
1235,Crisps
1235,Milk
1235,Pasta
1235,Soft Drinks
1235,Tomato Sauce
1236,Baby Wipes
1236,Coffee
1236,Sugar
1237,Baby Wipes
1237,Bread
1237,Butter
1237,Milk
1237,Nappies
1237,Pasta
1237,Tomato Sauce
1238,Baby Wipes
1238,Bread
1238,Butter
1238,Milk
1238,Nappies
1238,Pasta
1238,Tea
1238,Tomato Sauce
1239,Baby Wipes
1239,Butter
1239,Milk
1239,Nappies
1239,Pasta
1239,Tea
1239,Tomato Sauce
1240,Baby Wipes
1240,Bananas
1240,Butter
1240,Coffee
1240,Crisps
1240,Nappies
1240,Soft Drinks
1240,Sugar
1241,Butter
1241,Tomato Sauce
1242,Eggs
1242,Milk
1242,Tea
1243,Baby Wipes
1243,Bananas
1243,Butter
1243,Coffee
1243,Eggs
1243,Nappies
1244,Baby Wipes
1244,Eggs
1244,Nappies
1245,Baby Wipes
1245,Bananas
1245,Crisps
1245,Eggs
1245,Milk
1245,Nappies
1245,Tomato Sauce
1246,Baby Wipes
1246,Bread
1246,Butter
1246,Crisps
1246,Nappies
1246,Soft Drinks
1247,Baby Wipes
1247,Bread
1247,Butter
1247,Coffee
1247,Milk
1247,Nappies
1247,Sugar
1247,Tea
1248,Baby Wipes
1248,Cheese
1248,Coffee
1248,Crisps
1248,Milk
1248,Nappies
1248,Pasta
1248,Sugar
1248,Tea
1248,Tomato Sauce
1249,Coffee
1249,Crisps
1249,Pasta
1249,Sugar
1249,Tomato Sauce
1250,Baby Wipes
1250,Bread
1250,Butter
1250,Crisps
1250,Eggs
1250,Milk
1250,Nappies
1250,Soft Drinks
1250,Tea
1251,Crisps
1251,Milk
1251,Tea
1252,Baby Wipes
1252,Bananas
1252,Crisps
1252,Eggs
1252,Milk
1252,Nappies
1252,Tea
1253,Baby Wipes
1253,Cheese
1253,Milk
1253,Pasta
1253,Tomato Sauce
1254,Baby Wipes
1254,Bananas
1254,Butter
1254,Coffee
1254,Sugar
1255,Bread
1255,Coffee
1255,Pasta
1255,Tea
1255,Tomato Sauce
1256,Coffee
1256,Nappies
1257,Baby Wipes
1257,Coffee
1257,Crisps
1257,Eggs
1257,Nappies
1257,Sugar
1257,Tomato Sauce
1258,Baby Wipes
1258,Nappies
1258,Tomato Sauce
1259,Baby Wipes
1259,Bread
1259,Butter
1259,Milk
1259,Nappies
1259,Tea
1260,Baby Wipes
1260,Butter
1260,Cheese
1260,Eggs
1260,Tea
1261,Bread
1261,Butter
1261,Coffee
1261,Crisps
1261,Eggs
1261,Pasta
1261,Sugar
1262,Baby Wipes
1262,Cheese
1262,Tea
1263,Baby Wipes
1263,Crisps
1263,Soft Drinks
1264,Baby Wipes
1264,Butter
1264,Coffee
1264,Crisps
1264,Milk
1264,Nappies
1264,Soft Drinks
1264,Sugar
1264,Tea
1265,Baby Wipes
1265,Bananas
1265,Coffee
1265,Pasta
1265,Sugar
1265,Tomato Sauce
1266,Bananas
1266,Soft Drinks
1267,Baby Wipes
1267,Bread
1267,Butter
1267,Crisps
1267,Eggs
1267,Milk
1267,Nappies
1267,Soft Drinks
1267,Tomato Sauce
1268,Baby Wipes
1268,Bananas
1268,Bread
1268,Butter
1268,Nappies
1268,Tomato Sauce
1269,Crisps
1269,Soft Drinks
1269,Tea
1270,Baby Wipes
1270,Bananas
1270,Crisps
1270,Milk
1270,Nappies
1270,Pasta
1270,Soft Drinks
1271,Baby Wipes
1271,Coffee
1271,Crisps
1271,Eggs
1271,Milk
1271,Nappies
1271,Soft Drinks
1271,Tea
1272,Cheese
1272,Milk
1272,Sugar
1273,Baby Wipes
1273,Bananas
1273,Coffee
1273,Nappies
1273,Sugar
1274,Bananas
1274,Bread
1274,Butter
1274,Coffee
1274,Eggs
1274,Sugar
1274,Tomato Sauce
1275,Baby Wipes
1275,Tomato Sauce
1276,Bananas
1276,Bread
1276,Butter
1276,Cheese
1276,Crisps
1276,Soft Drinks
1277,Cheese
1277,Nappies
1278,Baby Wipes
1278,Butter
1278,Coffee
1278,Crisps
1278,Milk
1278,Nappies
1278,Sugar
1278,Tea
1279,Baby Wipes
1279,Bread
1279,Butter
1279,Crisps
1279,Nappies
1279,Pasta
1279,Soft Drinks
1279,Sugar
1279,Tomato Sauce
1280,Bananas
1280,Coffee
1280,Eggs
1280,Nappies
1280,Sugar
1281,Crisps
1281,Pasta
1281,Tomato Sauce
1282,Crisps
1282,Pasta
1282,Soft Drinks
1283,Baby Wipes
1283,Cheese
1283,Milk
1283,Nappies
1283,Pasta
1283,Soft Drinks
1283,Tomato Sauce
1284,Bread
1284,Butter
1284,Tomato Sauce
1285,Bananas
1285,Bread
1285,Coffee
1285,Crisps
1285,Milk
1285,Pasta
1285,Sugar
1285,Tomato Sauce
1286,Butter
1286,Cheese
1286,Eggs
1286,Sugar
1287,Bananas
1287,Crisps
1287,Eggs
1287,Milk
1287,Soft Drinks
1287,Tea
1288,Baby Wipes
1288,Pasta
1288,Tomato Sauce
1289,Baby Wipes
1289,Bananas
1289,Bread
1289,Butter
1289,Crisps
1289,Eggs
1289,Nappies
1289,Pasta
1289,Soft Drinks
1289,Tomato Sauce
1290,Baby Wipes
1290,Bread
1290,Butter
1290,Crisps
1290,Nappies
1290,Soft Drinks
1291,Coffee
1291,Crisps
1291,Pasta
1291,Sugar
1291,Tea
1291,Tomato Sauce
1292,Baby Wipes
1292,Bananas
1292,Cheese
1292,Crisps
1292,Soft Drinks
1293,Bananas
1293,Milk
1293,Tea
1294,Crisps
1294,Eggs
1294,Pasta
1294,Tomato Sauce
1295,Butter
1295,Crisps
